,S/N,DATE,OrderNumber,SKU,PCS,ReferenceID,Location,Alley_Number,Cellule,Coord,AlleyCell,Size
2167,2167,12/4/2018,3758486,404886,1,404886,A0308403,A03,8,"[44.25, 12.0]",A0308,"(440, 280)"
2168,2168,12/4/2018,3758477,341949,1,341949,A1017404,A10,17,"[22.75, 19.5]",A1017,"(160, 40)"
2169,2169,12/4/2018,3758438,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
2170,2170,12/4/2018,3758437,295791,1,295791,A0307103,A03,7,"[45.5, 12.0]",A0307,"(170, 340)"
2171,2171,12/4/2018,3758411,202889,1,202889,A0914502,A09,14,"[24, 16.5]",A0914,"(420, 60)"
2172,2172,12/4/2018,3758396,267259,1,267259,A0807504,A08,7,"[29.25, 12.0]",A0807,"(60, 360)"
2173,2173,12/4/2018,3758373,325568,1,325568,A0412304,A04,12,"[41.0, 15.0]",A0412,"(120, 80)"
2174,2174,12/4/2018,3758380,366684,1,366684,A0109101,A01,9,"[52.0, 13.5]",A0109,"(180, 300)"
2175,2175,12/4/2018,3758372,370781,1,370781,A1008402,A10,8,"[20.75, 12.0]",A1008,"(300, 280)"
2176,2176,12/4/2018,3758372,370787,1,370787,A0905501,A09,5,"[26, 10.5]",A0905,"(70, 140)"
2177,2177,12/4/2018,3758362,292954,1,292954,A0416201,A04,16,"[41.0, 18.0]",A0416,"(370, 80)"
2178,2178,12/4/2018,3758210,339227,2,339227,A1017201,A10,17,"[22.75, 19.5]",A1017,"(260, 40)"
2179,2179,12/4/2018,3758210,388041,1,388041,A0804403,A08,4,"[28.0, 9.0]",A0804,"(90, 160)"
2180,2180,12/4/2018,3758210,440530,1,440530,A1002101,A10,2,"[20.75, 6.0]",A1002,"(360, 360)"
2181,2181,12/4/2018,3758190,267281,1,267281,A0901302,A09,1,"[26, 6.0]",A0901,"(380, 40)"
2182,2182,12/4/2018,3759834,401241,1,401241,A0305206,A03,5,"[45.5, 10.5]",A0305,"(150, 100)"
2183,2183,12/4/2018,3759701,311668,1,311668,A0916402,A09,16,"[24, 18.0]",A0916,"(180, 60)"
2184,2184,12/4/2018,3759694,348815,1,348815,A0904101,A09,4,"[24, 9.0]",A0904,"(200, 160)"
2185,2185,12/4/2018,3759694,440472,1,440472,A1008102,A10,8,"[20.75, 12.0]",A1008,"(350, 140)"
2186,2186,12/4/2018,3759694,440473,1,440473,A1008203,A10,8,"[20.75, 12.0]",A1008,"(90, 340)"
2187,2187,12/4/2018,3759697,191908,1,191908,A0907102,A09,7,"[26, 12.0]",A0907,"(210, 280)"
2188,2188,12/4/2018,3759690,449733,1,449733,A0918104,A09,18,"[24, 19.5]",A0918,"(200, 160)"
2189,2189,12/4/2018,3759673,397345,1,397345,A0914202,A09,14,"[24, 16.5]",A0914,"(240, 180)"
2190,2190,12/4/2018,3759656,348809,1,348809,A0907503,A09,7,"[26, 12.0]",A0907,"(230, 380)"
2191,2191,12/4/2018,3759645,402179,1,402179,A0619403,A06,19,"[35.75, 21.0]",A0619,"(390, 40)"
2192,2192,12/4/2018,3759636,348811,1,348811,A0907402,A09,7,"[26, 12.0]",A0907,"(440, 340)"
2193,2193,12/4/2018,3759628,403038,1,403038,A0201301,A02,1,"[48.75, 6.0]",A0201,"(60, 120)"
2194,2194,12/4/2018,3759594,450075,1,450075,A0916101,A09,16,"[24, 18.0]",A0916,"(330, 200)"
2195,2195,12/4/2018,3759581,450075,1,450075,A0916101,A09,16,"[24, 18.0]",A0916,"(330, 200)"
2196,2196,12/4/2018,3759580,419201,1,419201,A0503201,A05,3,"[39.0, 9.0]",A0503,"(350, 60)"
2197,2197,12/4/2018,3759576,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
2198,2198,12/4/2018,3759544,340788,1,340788,A0814502,A08,14,"[28.0, 16.5]",A0814,"(360, 300)"
2199,2199,12/4/2018,3759547,366685,1,366685,A0104504,A01,4,"[50.75, 9.0]",A0104,"(180, 360)"
2200,2200,12/4/2018,3759540,432234,1,432234,A0407103,A04,7,"[42.25, 12.0]",A0407,"(70, 160)"
2201,2201,12/4/2018,3759522,450075,1,450075,A0916101,A09,16,"[24, 18.0]",A0916,"(330, 200)"
2202,2202,12/4/2018,3759520,372107,1,372107,A1001303,A10,1,"[22.75, 6.0]",A1001,"(300, 240)"
2203,2203,12/4/2018,3759535,284126,1,284126,A0914204,A09,14,"[24, 16.5]",A0914,"(430, 100)"
2204,2204,12/4/2018,3759517,348791,1,348791,A0902203,A09,2,"[24, 6.0]",A0902,"(220, 220)"
2205,2205,12/4/2018,3759518,439924,1,439924,A1006404,A10,6,"[20.75, 10.5]",A1006,"(180, 140)"
2206,2206,12/4/2018,3759512,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
2207,2207,12/4/2018,3759492,366659,1,366659,A0510402,A05,10,"[37.75, 13.5]",A0510,"(210, 80)"
2208,2208,12/4/2018,3759492,466406,1,466406,A1007501,A10,7,"[22.75, 12.0]",A1007,"(150, 40)"
2209,2209,12/4/2018,3759498,452650,1,452650,A0901304,A09,1,"[26, 6.0]",A0901,"(120, 140)"
2210,2210,12/4/2018,3758907,335345,1,335345,A1007502,A10,7,"[22.75, 12.0]",A1007,"(270, 120)"
2211,2211,12/4/2018,3759910,437821,1,437821,A0617503,A06,17,"[35.75, 19.5]",A0617,"(90, 360)"
2212,2212,12/4/2018,3759882,452652,1,452652,A0406302,A04,6,"[41.0, 10.5]",A0406,"(110, 280)"
2213,2213,12/4/2018,3759871,195878,1,195878,A0318505,A03,18,"[44.25, 19.5]",A0318,"(180, 80)"
2214,2214,12/4/2018,3759864,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
2215,2215,12/4/2018,3759858,255371,2,255371,A0222304,A02,22,"[47.5, 22.5]",A0222,"(280, 20)"
2216,2216,12/4/2018,3759858,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
2217,2217,12/4/2018,3759858,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
2218,2218,12/4/2018,3759858,422249,1,422249,A1115201,A11,15,"[19.5, 18.0]",A1115,"(100, 140)"
2219,2219,12/4/2018,3759858,464707,1,464707,A0321403,A03,21,"[45.5, 22.5]",A0321,"(290, 320)"
2220,2220,12/4/2018,3759858,466160,1,466160,A1019102,A10,19,"[22.75, 21.0]",A1019,"(170, 360)"
2221,2221,12/4/2018,3759854,401556,1,401556,A0316404,A03,16,"[44.25, 18.0]",A0316,"(240, 360)"
2222,2222,12/4/2018,3759857,280053,1,280053,A0715204,A07,15,"[32.5, 18.0]",A0715,"(100, 240)"
2223,2223,12/4/2018,3759857,329167,1,329167,A1106504,A11,6,"[15.25, 10.5]",A1106,"(130, 80)"
2224,2224,12/4/2018,3759857,354785,1,354785,A1102101,A11,2,"[15.25, 6.0]",A1102,"(160, 280)"
2225,2225,12/4/2018,3759851,459891,2,459891,A0916202,A09,16,"[24, 18.0]",A0916,"(390, 320)"
2226,2226,12/4/2018,3759839,348800,1,348800,A0907303,A09,7,"[26, 12.0]",A0907,"(90, 200)"
2227,2227,12/4/2018,3759835,419201,1,419201,A0503201,A05,3,"[39.0, 9.0]",A0503,"(350, 60)"
2228,2228,12/4/2018,3759837,439924,1,439924,A1006404,A10,6,"[20.75, 10.5]",A1006,"(180, 140)"
2229,2229,12/4/2018,3759831,347599,1,347599,A0913402,A09,13,"[26, 16.5]",A0913,"(230, 20)"
2230,2230,12/4/2018,3759831,351391,1,351391,A0812503,A08,12,"[28.0, 15.0]",A0812,"(280, 140)"
2231,2231,12/4/2018,3759831,404163,1,404163,A0902403,A09,2,"[24, 6.0]",A0902,"(140, 20)"
2232,2232,12/4/2018,3759831,452650,1,452650,A0901304,A09,1,"[26, 6.0]",A0901,"(120, 140)"
2233,2233,12/4/2018,3759822,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
2234,2234,12/4/2018,3759820,423112,1,423112,A1004402,A10,4,"[20.75, 9.0]",A1004,"(330, 120)"
2235,2235,12/4/2018,3759813,221756,1,221756,A0101402,A01,1,"[52.0, 6.0]",A0101,"(350, 80)"
2236,2236,12/4/2018,3759813,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
2237,2237,12/4/2018,3759806,223437,1,223437,A0717103,A07,17,"[32.5, 19.5]",A0717,"(50, 140)"
2238,2238,12/4/2018,3759796,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
2239,2239,12/4/2018,3759791,308519,1,308519,A0520203,A05,20,"[37.75, 21.0]",A0520,"(220, 160)"
2240,2240,12/4/2018,3759791,371177,1,371177,A0320508,A03,20,"[44.25, 21.0]",A0320,"(150, 340)"
2241,2241,12/4/2018,3759792,454548,1,454548,A0608201,A06,8,"[34.5, 12.0]",A0608,"(240, 20)"
2242,2242,12/4/2018,3759785,446855,1,446855,A0919201,A09,19,"[26, 21.0]",A0919,"(210, 340)"
2243,2243,12/4/2018,3759781,336641,1,336641,A0302402,A03,2,"[44.25, 6.0]",A0302,"(180, 140)"
2244,2244,12/4/2018,3759781,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
2245,2245,12/4/2018,3759778,425590,1,425590,A0306103,A03,6,"[44.25, 10.5]",A0306,"(80, 80)"
2246,2246,12/4/2018,3759779,353788,1,353788,A0906503,A09,6,"[24, 10.5]",A0906,"(300, 100)"
2247,2247,12/4/2018,3759775,278926,1,278926,A0219302,A02,19,"[48.75, 21.0]",A0219,"(120, 380)"
2248,2248,12/4/2018,3759775,402976,1,402976,A0221502,A02,21,"[48.75, 22.5]",A0221,"(230, 100)"
2249,2249,12/4/2018,3759775,442223,1,442223,A1004201,A10,4,"[20.75, 9.0]",A1004,"(130, 280)"
2250,2250,12/4/2018,3759775,442225,1,442225,A1008304,A10,8,"[20.75, 12.0]",A1008,"(80, 180)"
2251,2251,12/4/2018,3759776,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
2252,2252,12/4/2018,3759774,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
2253,2253,12/4/2018,3759774,402695,1,402695,A0314408,A03,14,"[44.25, 16.5]",A0314,"(330, 20)"
2254,2254,12/4/2018,3759771,259767,1,259767,A0911101,A09,11,"[26, 15.0]",A0911,"(330, 40)"
2255,2255,12/4/2018,3759768,362022,1,362022,A0916403,A09,16,"[24, 18.0]",A0916,"(190, 200)"
2256,2256,12/4/2018,3759766,344833,1,344833,A0317105,A03,17,"[45.5, 19.5]",A0317,"(220, 180)"
2257,2257,12/4/2018,3759766,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
2258,2258,12/4/2018,3759757,397505,1,397505,A1004203,A10,4,"[20.75, 9.0]",A1004,"(200, 320)"
2259,2259,12/4/2018,3759758,254222,1,254222,A0719102,A07,19,"[32.5, 21.0]",A0719,"(290, 120)"
2260,2260,12/4/2018,3759759,452650,1,452650,A0901304,A09,1,"[26, 6.0]",A0901,"(120, 140)"
2261,2261,12/4/2018,3759755,353788,1,353788,A0906503,A09,6,"[24, 10.5]",A0906,"(300, 100)"
2262,2262,12/4/2018,3759755,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
2263,2263,12/4/2018,3759755,441483,1,441483,A0320505,A03,20,"[44.25, 21.0]",A0320,"(290, 40)"
2264,2264,12/4/2018,3759750,387162,1,387162,A0704502,A07,4,"[31.25, 9.0]",A0704,"(130, 360)"
2265,2265,12/4/2018,3759743,409467,1,409467,A0108104,A01,8,"[50.75, 12.0]",A0108,"(350, 120)"
2266,2266,12/4/2018,3759748,406446,1,406446,A1001503,A10,1,"[22.75, 6.0]",A1001,"(350, 220)"
2267,2267,12/4/2018,3759740,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
2268,2268,12/4/2018,3759740,402695,1,402695,A0314408,A03,14,"[44.25, 16.5]",A0314,"(330, 20)"
2269,2269,12/4/2018,3759729,253469,1,253469,A0604504,A06,4,"[34.5, 9.0]",A0604,"(230, 60)"
2270,2270,12/4/2018,3759730,363491,1,363491,A0220502,A02,20,"[47.5, 21.0]",A0220,"(180, 160)"
2271,2271,12/13/2018,3802428,309462,8,309462,A1107203,A11,7,"[19.5, 12.0]",A1107,"(240, 20)"
2272,2272,12/13/2018,3802428,432234,1,432234,A0407103,A04,7,"[42.25, 12.0]",A0407,"(70, 160)"
2273,2273,12/13/2018,3802371,335346,1,335346,A1011303,A10,11,"[22.75, 15.0]",A1011,"(430, 300)"
2274,2274,12/13/2018,3802371,397537,1,397537,A0802504,A08,2,"[28.0, 6.0]",A0802,"(420, 220)"
2275,2275,12/13/2018,3802282,263738,1,263738,A0412503,A04,12,"[41.0, 15.0]",A0412,"(360, 120)"
2276,2276,12/13/2018,3802249,290863,2,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
2277,2277,12/13/2018,3802249,401696,1,401696,A0422502,A04,22,"[41.0, 22.5]",A0422,"(160, 260)"
2278,2278,12/13/2018,3802249,421048,1,421048,A0312307,A03,12,"[44.25, 15.0]",A0312,"(70, 60)"
2279,2279,12/13/2018,3802249,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
2280,2280,12/13/2018,3802216,421829,1,421829,A0604101,A06,4,"[34.5, 9.0]",A0604,"(110, 220)"
2281,2281,12/13/2018,3802216,425631,1,425631,A0609304,A06,9,"[35.75, 13.5]",A0609,"(380, 140)"
2282,2282,12/13/2018,3802180,448097,1,448097,A0220103,A02,20,"[47.5, 21.0]",A0220,"(180, 260)"
2283,2283,12/13/2018,3802131,276870,1,276870,A0913203,A09,13,"[26, 16.5]",A0913,"(410, 100)"
2284,2284,12/13/2018,3802142,397857,1,397857,A0208202,A02,8,"[47.5, 12.0]",A0208,"(350, 80)"
2285,2285,12/13/2018,3802120,403629,1,403629,A0603301,A06,3,"[35.75, 9.0]",A0603,"(180, 220)"
2286,2286,12/13/2018,3802095,363749,1,363749,A0111503,A01,11,"[52.0, 15.0]",A0111,"(150, 300)"
2287,2287,12/13/2018,3802091,425631,1,425631,A0609304,A06,9,"[35.75, 13.5]",A0609,"(380, 140)"
2288,2288,12/13/2018,3801955,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
2289,2289,12/13/2018,3801750,353790,1,353790,A0906103,A09,6,"[24, 10.5]",A0906,"(400, 300)"
2290,2290,12/13/2018,3801750,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
2291,2291,12/13/2018,3801746,276553,1,276553,A0411502,A04,11,"[42.25, 15.0]",A0411,"(210, 340)"
2292,2292,12/13/2018,3801746,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
2293,2293,12/13/2018,3801568,337419,1,337419,A0414304,A04,14,"[41.0, 16.5]",A0414,"(440, 80)"
2294,2294,12/13/2018,3801226,397345,1,397345,A0914202,A09,14,"[24, 16.5]",A0914,"(240, 180)"
2295,2295,12/13/2018,3800975,397501,1,397501,A1001301,A10,1,"[22.75, 6.0]",A1001,"(230, 240)"
2296,2296,12/13/2018,3800890,344984,1,344984,A0204406,A02,4,"[47.5, 9.0]",A0204,"(420, 240)"
2297,2297,12/13/2018,3800615,374012,1,374012,A0216505,A02,16,"[47.5, 18.0]",A0216,"(350, 240)"
2298,2298,12/13/2018,3800613,442946,1,442946,A0309308,A03,9,"[45.5, 13.5]",A0309,"(150, 340)"
2299,2299,12/13/2018,3800610,308519,1,308519,A0520203,A05,20,"[37.75, 21.0]",A0520,"(220, 160)"
2300,2300,12/13/2018,3800611,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
2301,2301,12/13/2018,3800611,351391,1,351391,A0812503,A08,12,"[28.0, 15.0]",A0812,"(280, 140)"
2302,2302,12/13/2018,3800493,280057,1,280057,A0717403,A07,17,"[32.5, 19.5]",A0717,"(280, 80)"
2303,2303,12/13/2018,3800267,326280,1,326280,A0608404,A06,8,"[34.5, 12.0]",A0608,"(170, 380)"
2304,2304,12/13/2018,3800249,448097,1,448097,A0220103,A02,20,"[47.5, 21.0]",A0220,"(180, 260)"
2305,2305,12/13/2018,3800026,372411,1,372411,A0214108,A02,14,"[47.5, 16.5]",A0214,"(140, 40)"
2306,2306,12/13/2018,3799994,424783,1,424783,A1007302,A10,7,"[22.75, 12.0]",A1007,"(120, 340)"
2307,2307,12/13/2018,3799983,404958,1,404958,A0105302,A01,5,"[52.0, 10.5]",A0105,"(50, 140)"
2308,2308,12/13/2018,3799983,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
2309,2309,12/13/2018,3799979,295792,1,295792,A0412403,A04,12,"[41.0, 15.0]",A0412,"(240, 180)"
2310,2310,12/13/2018,3799982,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
2311,2311,12/13/2018,3799769,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
2312,2312,12/13/2018,3799767,255371,1,255371,A0222304,A02,22,"[47.5, 22.5]",A0222,"(280, 20)"
2313,2313,12/13/2018,3799767,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
2314,2314,12/13/2018,3799765,348940,1,348940,A0411203,A04,11,"[42.25, 15.0]",A0411,"(100, 180)"
2315,2315,12/13/2018,3799765,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
2316,2316,12/13/2018,3799716,423112,1,423112,A1004402,A10,4,"[20.75, 9.0]",A1004,"(330, 120)"
2317,2317,12/13/2018,3799725,351391,1,351391,A0812503,A08,12,"[28.0, 15.0]",A0812,"(280, 140)"
2318,2318,12/13/2018,3799707,413792,1,413792,A0503402,A05,3,"[39.0, 9.0]",A0503,"(220, 80)"
2319,2319,12/13/2018,3799705,448503,1,448503,A0212307,A02,12,"[47.5, 15.0]",A0212,"(440, 140)"
2320,2320,12/13/2018,3799704,295842,1,295842,A0206505,A02,6,"[47.5, 10.5]",A0206,"(70, 240)"
2321,2321,12/13/2018,3799181,458574,1,458574,A0715401,A07,15,"[32.5, 18.0]",A0715,"(160, 360)"
2322,2322,12/13/2018,3798971,360964,1,360964,A0204306,A02,4,"[47.5, 9.0]",A0204,"(240, 240)"
2323,2323,12/13/2018,3798648,308519,1,308519,A0520203,A05,20,"[37.75, 21.0]",A0520,"(220, 160)"
2324,2324,12/13/2018,3798631,336264,1,336264,A0207301,A02,7,"[48.75, 12.0]",A0207,"(330, 20)"
2325,2325,12/13/2018,3798412,90996,1,90996,A0416302,A04,16,"[41.0, 18.0]",A0416,"(320, 220)"
2326,2326,12/13/2018,3798412,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
2327,2327,12/13/2018,3798290,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
2328,2328,12/13/2018,3798197,439924,1,439924,A1006404,A10,6,"[20.75, 10.5]",A1006,"(180, 140)"
2329,2329,12/13/2018,3798197,439925,1,439925,A1006501,A10,6,"[20.75, 10.5]",A1006,"(260, 180)"
2330,2330,12/13/2018,3798197,439926,1,439926,A1006503,A10,6,"[20.75, 10.5]",A1006,"(360, 120)"
2331,2331,12/13/2018,3798197,439927,1,439927,A1006504,A10,6,"[20.75, 10.5]",A1006,"(220, 40)"
2332,2332,12/13/2018,3797872,309462,8,309462,A1107203,A11,7,"[19.5, 12.0]",A1107,"(240, 20)"
2333,2333,12/13/2018,3797872,432234,1,432234,A0407103,A04,7,"[42.25, 12.0]",A0407,"(70, 160)"
2334,2334,12/13/2018,3797379,440470,1,440470,A1007403,A10,7,"[22.75, 12.0]",A1007,"(390, 60)"
2335,2335,12/13/2018,3797401,295842,1,295842,A0206505,A02,6,"[47.5, 10.5]",A0206,"(70, 240)"
2336,2336,12/13/2018,3797401,353788,1,353788,A0906503,A09,6,"[24, 10.5]",A0906,"(300, 100)"
2337,2337,12/13/2018,3797401,376117,1,376117,A0804103,A08,4,"[28.0, 9.0]",A0804,"(160, 340)"
2338,2338,12/13/2018,3797401,448504,1,448504,A0220503,A02,20,"[47.5, 21.0]",A0220,"(210, 80)"
2339,2339,12/13/2018,3797401,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
2340,2340,12/13/2018,3796845,206223,1,206223,A0901103,A09,1,"[26, 6.0]",A0901,"(130, 360)"
2341,2341,12/13/2018,3796542,372105,1,372105,A1022104,A10,22,"[20.75, 22.5]",A1022,"(190, 80)"
2342,2342,12/13/2018,3796536,341956,1,341956,A1019201,A10,19,"[22.75, 21.0]",A1019,"(300, 40)"
2343,2343,12/13/2018,3796529,445071,1,445071,A1019503,A10,19,"[22.75, 21.0]",A1019,"(430, 140)"
2344,2344,12/13/2018,3796516,370819,1,370819,A0803102,A08,3,"[29.25, 9.0]",A0803,"(310, 100)"
2345,2345,12/13/2018,3796500,452659,1,452659,A0908204,A09,8,"[24, 12.0]",A0908,"(210, 300)"
2346,2346,12/13/2018,3796451,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
2347,2347,12/13/2018,3796443,446855,1,446855,A0919201,A09,19,"[26, 21.0]",A0919,"(210, 340)"
2348,2348,12/13/2018,3796444,366682,1,366682,A0104403,A01,4,"[50.75, 9.0]",A0104,"(50, 340)"
2349,2349,12/13/2018,3796440,348792,1,348792,A0902404,A09,2,"[24, 6.0]",A0902,"(260, 280)"
2350,2350,12/13/2018,3796390,388041,1,388041,A0804403,A08,4,"[28.0, 9.0]",A0804,"(90, 160)"
2351,2351,12/13/2018,3796226,424782,1,424782,A1015504,A10,15,"[22.75, 18.0]",A1015,"(270, 320)"
2352,2352,12/13/2018,3796226,446856,1,446856,A0902401,A09,2,"[24, 6.0]",A0902,"(230, 340)"
2353,2353,12/13/2018,3796226,449733,1,449733,A0918104,A09,18,"[24, 19.5]",A0918,"(200, 160)"
2354,2354,12/13/2018,3794908,434122,1,434122,A1106403,A11,6,"[15.25, 10.5]",A1106,"(290, 60)"
2355,2355,12/13/2018,3794908,450401,1,450401,A1115302,A11,15,"[19.5, 18.0]",A1115,"(420, 40)"
2356,2356,12/13/2018,3794905,439926,1,439926,A1006503,A10,6,"[20.75, 10.5]",A1006,"(360, 120)"
2357,2357,12/13/2018,3794905,440469,1,440469,A1007401,A10,7,"[22.75, 12.0]",A1007,"(400, 220)"
2358,2358,12/13/2018,3794900,340387,1,340387,A0920103,A09,20,"[24, 21.0]",A0920,"(300, 220)"
2359,2359,12/13/2018,3794712,318275,1,318275,A0908403,A09,8,"[24, 12.0]",A0908,"(300, 320)"
2360,2360,12/13/2018,3794641,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
2361,2361,12/13/2018,3794638,449733,1,449733,A0918104,A09,18,"[24, 19.5]",A0918,"(200, 160)"
2362,2362,12/13/2018,3794633,366659,1,366659,A0510402,A05,10,"[37.75, 13.5]",A0510,"(210, 80)"
2363,2363,12/13/2018,3794633,466406,1,466406,A1007501,A10,7,"[22.75, 12.0]",A1007,"(150, 40)"
2364,2364,12/13/2018,3794632,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
2365,2365,12/13/2018,3794629,353789,1,353789,A1002402,A10,2,"[20.75, 6.0]",A1002,"(70, 40)"
2366,2366,12/13/2018,3794626,408363,1,408363,A0207102,A02,7,"[48.75, 12.0]",A0207,"(50, 280)"
2367,2367,12/13/2018,3794624,339781,1,339781,A0918102,A09,18,"[24, 19.5]",A0918,"(300, 260)"
2368,2368,12/13/2018,3794624,439925,1,439925,A1006501,A10,6,"[20.75, 10.5]",A1006,"(260, 180)"
2369,2369,12/13/2018,3794619,452650,1,452650,A0901304,A09,1,"[26, 6.0]",A0901,"(120, 140)"
2370,2370,12/13/2018,3794618,335349,1,335349,A1002203,A10,2,"[20.75, 6.0]",A1002,"(100, 380)"
2371,2371,12/13/2018,3794615,459353,1,459353,A1016502,A10,16,"[20.75, 18.0]",A1016,"(400, 280)"
2372,2372,12/13/2018,3794613,351391,1,351391,A0812503,A08,12,"[28.0, 15.0]",A0812,"(280, 140)"
2373,2373,12/13/2018,3794587,423112,1,423112,A1004402,A10,4,"[20.75, 9.0]",A1004,"(330, 120)"
2374,2374,12/13/2018,3794588,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
2375,2375,12/13/2018,3794576,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
2376,2376,12/13/2018,3794577,366659,1,366659,A0510402,A05,10,"[37.75, 13.5]",A0510,"(210, 80)"
2377,2377,12/13/2018,3794577,466406,1,466406,A1007501,A10,7,"[22.75, 12.0]",A1007,"(150, 40)"
2378,2378,12/13/2018,3794575,348815,1,348815,A0904101,A09,4,"[24, 9.0]",A0904,"(200, 160)"
2379,2379,12/13/2018,3794548,440531,1,440531,A1011103,A10,11,"[22.75, 15.0]",A1011,"(380, 380)"
2380,2380,12/13/2018,3794544,439405,1,439405,A0403203,A04,3,"[42.25, 9.0]",A0403,"(150, 120)"
2381,2381,12/13/2018,3794542,370819,1,370819,A0803102,A08,3,"[29.25, 9.0]",A0803,"(310, 100)"
2382,2382,12/13/2018,3794542,419569,1,419569,A0305204,A03,5,"[45.5, 10.5]",A0305,"(230, 120)"
2383,2383,12/13/2018,3794540,452650,1,452650,A0901304,A09,1,"[26, 6.0]",A0901,"(120, 140)"
2384,2384,12/13/2018,3794538,263736,1,263736,A0406401,A04,6,"[41.0, 10.5]",A0406,"(110, 60)"
2385,2385,12/13/2018,3794531,401722,1,401722,A0409102,A04,9,"[42.25, 13.5]",A0409,"(430, 180)"
2386,2386,12/13/2018,3794530,452652,1,452652,A0406302,A04,6,"[41.0, 10.5]",A0406,"(110, 280)"
2387,2387,12/13/2018,3794527,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
2388,2388,12/13/2018,3794519,440469,1,440469,A1007401,A10,7,"[22.75, 12.0]",A1007,"(400, 220)"
2389,2389,12/13/2018,3794519,440470,1,440470,A1007403,A10,7,"[22.75, 12.0]",A1007,"(390, 60)"
2390,2390,12/13/2018,3794519,440471,1,440471,A1008101,A10,8,"[20.75, 12.0]",A1008,"(140, 360)"
2391,2391,12/13/2018,3794519,440472,1,440472,A1008102,A10,8,"[20.75, 12.0]",A1008,"(350, 140)"
2392,2392,12/13/2018,3794519,440473,1,440473,A1008203,A10,8,"[20.75, 12.0]",A1008,"(90, 340)"
2393,2393,12/13/2018,3794519,440474,1,440474,A1008301,A10,8,"[20.75, 12.0]",A1008,"(330, 200)"
2394,2394,12/13/2018,3794476,424782,1,424782,A1015504,A10,15,"[22.75, 18.0]",A1015,"(270, 320)"
2395,2395,12/13/2018,3794450,402543,1,402543,A1103502,A11,3,"[19.5, 9.0]",A1103,"(340, 320)"
2396,2396,12/13/2018,3794447,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
2397,2397,12/13/2018,3794432,424784,3,424784,A0516102,A05,16,"[37.75, 18.0]",A0516,"(100, 340)"
2398,2398,12/13/2018,3794433,388041,1,388041,A0804403,A08,4,"[28.0, 9.0]",A0804,"(90, 160)"
2399,2399,12/13/2018,3794420,351391,1,351391,A0812503,A08,12,"[28.0, 15.0]",A0812,"(280, 140)"
