Posting No.,Document No.,Posting Date,Customer No.,Customer Name,Ship-to Name,Division Code,No.,Description,Packing Size,Qty. per Unit of Measure,UOM,Quantity,Quantity (Base)
BCMINV-220500448,BCMSO-027024,5/25/2022,C-004097,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,CATERER/MFR,DZPN500GM,"SAPORITO PINENUT ""LC""",30 X 500GM,1,PKT,1,1
BCMINV-220500448,BCMSO-027024,5/25/2022,C-004097,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,CATERER/MFR,ZZJKRS6LTR,KEWPIE DRESSING ROASTED SESAME,6 X 1 LTR,1,BTL,2,2
BCMINV-220500448,BCMSO-027024,5/25/2022,C-004097,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,CATERER/MFR,ZZLCJ1LTR,SANTISUK LIME COOKING JUICE ,6 X 1 LTR,1,PKT,20,20
BCMINV-220500448,BCMSO-027024,5/25/2022,C-004097,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,CATERER/MFR,ZZSRCP2OZ,SUPER RED COLOURING POWDER - 279,24 X 6 X 2OZ,1,BTL,2,2
BCMINV-220500450,BCMSO-027026,5/24/2022,C-000270,BELLYGOOD CATERER,BELLYGOOD CATERER,CATERER/MFR,SPTCIB1800GM,SAPORITO TUNA CHUNK IN BRINE,6 X 1.80KG,6,CTN,3,18
BCMINV-220500452,BCMSO-027028,5/24/2022,C-001494,LNS FOODS LIMITED LIABILITY PARTNERSHIP,LNS FOODS LIMITED LIABILITY PARTNERSHIP,CATERER/MFR,SPWPT2550GM,SAPORITO WHOLE PEELED TOMATO ,6 X 2.55KG,1,TIN,6,6
BCMINV-220500454,BCMSO-027030,5/24/2022,C-000908,GOURMAND CHOICE PTE LTD,GOURMAND CHOICE PTE LTD,CATERER/MFR,NNPLFL900GM,DR OETKER NONA PLAIN FLOUR ,24 X 900GM,1,PKT,23,23
BCMINV-220500454,BCMSO-027030,5/24/2022,C-000908,GOURMAND CHOICE PTE LTD,GOURMAND CHOICE PTE LTD,CATERER/MFR,ZZLSG55LTR,"BELL LIGHT SOYA SAUCE ""RED CAP""",5LTR / TUB,1,TUB,10,10
BCMINV-220500454,BCMSO-027030,5/24/2022,C-000908,GOURMAND CHOICE PTE LTD,GOURMAND CHOICE PTE LTD,CATERER/MFR,YWBSSMO5LTR,"YOWE SESAME OIL - blended PO-BC-5L""""",4 X 5LTR,1,TUB,6,6
BCMINV-220500454,BCMSO-027030,5/24/2022,C-000908,GOURMAND CHOICE PTE LTD,GOURMAND CHOICE PTE LTD,CATERER/MFR,ZZFSP450GM,YOWE FIVE SPICE POWDER ,25 x 500GM,1,PKT,2,2
BCMINV-220500456,BCMSO-027033,5/24/2022,C-2205044,HEWTOP CATERING PTE LTD,HEWTOP CATERING PTE LTD,CATERER/MFR,ZZTYP1KG,POR KWAN TOM YAM PASTE,12 X 900GM,12,CTN,1,12
BCMINV-220500458,BCMSO-027034,5/24/2022,C-001747,NKK IMPORT & EXPORT TRADING PTE LTD,NKK IMPORT & EXPORT TRADING PTE LTD,CATERER/MFR,FMSDTISFO3KG,SAPORITO SUNDRIED TOMATO IN SUNFLOWER OIL,2 x 2.5kg,2,CTN,3,6
BCMINV-220500462,BCMSO-027039,5/24/2022,C-2103092,AIKIT PTE. LTD,AIKIT PTE. LTD,CATERER/MFR,ZZNFGB36X48IN,"YOWELL BLACK GARBAGE BAGS 36"" X 48""",10 X 30'S,1,PKT,1,1
BCMINV-220500462,BCMSO-027039,5/24/2022,C-2103092,AIKIT PTE. LTD,AIKIT PTE. LTD,CATERER/MFR,ZZKNVSP1KG,KNORR VEGETARIAN SEASONING POWDER,6 X 1KG,1,TUB,1,1
BCMINV-220500462,BCMSO-027039,5/24/2022,C-2103092,AIKIT PTE. LTD,AIKIT PTE. LTD,CATERER/MFR,YOWELIS567GM,YOWE LYCHEE IN SYRUP,12 X 565GM,1,TIN,24,24
BCMINV-220500443,BCMSO-027019,5/24/2022,C-001327,KATONG CATERING,KATONG CATERING,CATERER/MFR,ZZKNHSBBQS1KG,KNORR HICKORY SMOKED BBQ SAUCE,6 X 1KG,1,TUB,12,12
BCMINV-220500445,BCMSO-027020,5/24/2022,C-001540,MANNA POT CATERING PTE LTD,MANNA POT CATERING PTE LTD (B4 3PM),CATERER/MFR,DBWMF500GM,DOBELE WHOLEMEAL FUSILLI,14 X 500GM,1,PKT,14,14
BCMINV-220500445,BCMSO-027020,5/24/2022,C-001540,MANNA POT CATERING PTE LTD,MANNA POT CATERING PTE LTD (B4 3PM),CATERER/MFR,FMPENZR500GM,SAPORITO PENNE ZITI RIGATI,24 X 500GM,1,PKT,24,24
BCMINV-220500445,BCMSO-027020,5/24/2022,C-001540,MANNA POT CATERING PTE LTD,MANNA POT CATERING PTE LTD (B4 3PM),CATERER/MFR,DZRCD500GM,YOWE RED CHILLI DRIED WITHOUT STEM,9 X 500GM,1,PKT,4,4
BCMINV-220500448,BCMSO-027024,5/25/2022,C-004097,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,CATERER/MFR,YWHNY1KG,YOWE HONEY ,12 X 1KG,1,BTL,4,4
BCMINV-220500448,BCMSO-027024,5/25/2022,C-004097,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,CATERER/MFR,ZZBFP250GM,BABAS FENNEL POWDER,40 X 250GM,1,PKT,5,5
BCMINV-220500448,BCMSO-027024,5/25/2022,C-004097,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,CATERER/MFR,SPTP800GM,SAPORITO TOMATO PASTE 22/24%,12 X 800GM,1,TIN,10,10
BCMINV-220500449,BCMSO-027025,5/25/2022,C-004097,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,CATERER/MFR,ZZSF500GM,FROZEN DRIED SILVER FISH - LC,20 x 500GM,1,PKT,2,2
BCMINV-220500450,BCMSO-027026,5/24/2022,C-000270,BELLYGOOD CATERER,BELLYGOOD CATERER,CATERER/MFR,SAPBGC250ML,SAPORITO BALSAMIC GLAZE CREAM ORIGINAL,12 X 250ML,1,BTL,12,12
BCMINV-220500451,BCMSO-027027,5/24/2022,C-001220,ISS CATERING SERVICES PTE LTD - THOMSON MED CTR,ISS CATERING SERVICES PTE LTD - THOMSON MED CTR,CATERER/MFR,DZSTNBRS1KG,SAPORITO SULTANA DRIED,20 X 1KG,1,PKT,1,1
BCMINV-220500451,BCMSO-027027,5/24/2022,C-001220,ISS CATERING SERVICES PTE LTD - THOMSON MED CTR,ISS CATERING SERVICES PTE LTD - THOMSON MED CTR,CATERER/MFR,ZZCHP500GM,YOWE /HOUSEBRAND CHILLI POWDER,25 X 500GM,1,PKT,1,1
BCMINV-220500454,BCMSO-027030,5/24/2022,C-000908,GOURMAND CHOICE PTE LTD,GOURMAND CHOICE PTE LTD,CATERER/MFR,ZZLKSP1KG,LKK FINE SHRIMP SAUCE,6 X 1KG,1,BTL,6,6
BCMINV-220500463,BCMSO-027035,5/24/2022,C-002838,THE WOK PEOPLE PTE LTD,CAFFE MAC-STAFF CAFETERIA  ( STRICTLY B4 12PM),CATERER/MFR,YWBRPUP1KG,YOWE RAW PEANUTS UNPEELED,20 x 1KG,1,PKT,1,1
BCMINV-220500463,BCMSO-027035,5/24/2022,C-002838,THE WOK PEOPLE PTE LTD,CAFFE MAC-STAFF CAFETERIA  ( STRICTLY B4 12PM),CATERER/MFR,DZCMS500GM,PATTU CUMIN SEED,25 x 500GM,1,PKT,1,1
BCMINV-220500459,BCMSO-027036,5/24/2022,C-2007034,ISS CATERING SERVICES PTE LTD - GIV WOODLANDS,ISS CATERING SERVICES PTE LTD - GIV WOODLANDS,CATERER/MFR,ZZMSTWS425GM,YOWE MUSHROOM STRAW -  sliced,24 X 425GM,1,TIN,6,6
BCMINV-220500460,BCMSO-027037,5/24/2022,C-000740,EZB PTE LTD,EZB PTE LTD,CATERER/MFR,YWRV3KG,YOWE RICE VERMICELLI - BEE HOON,3KG / BAG,1,BAG,6,6
BCMINV-220500410,BCMSO-026987,5/24/2022,C-2007034,ISS CATERING SERVICES PTE LTD - GIV WOODLANDS,ISS CATERING SERVICES PTE LTD - GIV WOODLANDS,CATERER/MFR,ZZBFPBCRM3LTR,BEST FOOD PEANUT BUTTER CREAMY,4 X 3LTR,1,TUB,1,1
BCMINV-220500410,BCMSO-026987,5/24/2022,C-2007034,ISS CATERING SERVICES PTE LTD - GIV WOODLANDS,ISS CATERING SERVICES PTE LTD - GIV WOODLANDS,CATERER/MFR,DZCMS500GM,PATTU CUMIN SEED,25 x 500GM,1,PKT,2,2
BCMINV-220500443,BCMSO-027019,5/24/2022,C-001327,KATONG CATERING,KATONG CATERING,CATERER/MFR,ZZACM1LTR,"AYAM BRAND COCONUT MILK FAT 20%""""",12 X 1LTR,12,CTN,2,24
BCMINV-220500443,BCMSO-027019,5/24/2022,C-001327,KATONG CATERING,KATONG CATERING,CATERER/MFR,ZZKNWSM650GM,KNORR WHITE SAUCE MIX,6 X 850GM,1,TUB,6,6
BCMINV-220500443,BCMSO-027019,5/24/2022,C-001327,KATONG CATERING,KATONG CATERING,CATERER/MFR,ZZKAPHPS6KG,"KOREAN ALL PURPOSE HOT PEPPER SAUCE ""GoChuJang sauce""",3 x 6KG,1,TUB,1,1
BCMINV-220500445,BCMSO-027020,5/24/2022,C-001540,MANNA POT CATERING PTE LTD,MANNA POT CATERING PTE LTD (B4 3PM),CATERER/MFR,YWRV3KG,YOWE RICE VERMICELLI - BEE HOON,3KG / BAG,1,BAG,5,5
BCMINV-220500445,BCMSO-027020,5/24/2022,C-001540,MANNA POT CATERING PTE LTD,MANNA POT CATERING PTE LTD (B4 3PM),CATERER/MFR,TPFS700ML,TIPAROS FISH SAUCE,12 X 700ML,1,BTL,12,12
BCMINV-220500447,BCMSO-027023,5/24/2022,C-003145,ZAC MEAT & POULTRY PTE LTD,ZAC MEAT & POULTRY PTE LTD,CATERER/MFR,FMCHIF500GM,SAPORITO CHIFFERINI RIGATI - small elbow (40ctns),24 X 500GM,1,PKT,960,960
BCMINV-220500448,BCMSO-027024,5/25/2022,C-004097,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,CATERER/MFR,ZZKNDGBSM1KG,KNORR DEMI GLACE BROWN SAUCE MIX,6 X 1KG,1,TUB,4,4
BCMINV-220500448,BCMSO-027024,5/25/2022,C-004097,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,CATERER/MFR,ZZFSH1KG,YOKEE FRIED ONION,10 x 1KG,1,PKT,10,10
BCMINV-220500448,BCMSO-027024,5/25/2022,C-004097,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,CATERER/MFR,ZZCS3KG,YOWE COOKING SALT,5 X 3KG,1,PKT,5,5
BCMINV-220500448,BCMSO-027024,5/25/2022,C-004097,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,CATERER/MFR,DZSG500GM,"YOWE SAGO SMALL ""LC""",40 x 500GM,1,PKT,3,3
BCMINV-220500448,BCMSO-027024,5/25/2022,C-004097,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,CATERER/MFR,ZZFMTF500GM,FLYING MAN TAPIOCA FLOUR,50 X 500GM,1,PKT,10,10
BCMINV-220500448,BCMSO-027024,5/25/2022,C-004097,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,CATERER/MFR,DZWPP500GM,YOWE WHITE PEPPER POWDER,20 X 500GM,1,PKT,4,4
BCMINV-220500448,BCMSO-027024,5/25/2022,C-004097,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,CATERER/MFR,SPRKB2650GM,SAPORITO RED KIDNEY BEAN,6 X 2.65KG,6,CTN,1,6
BCMINV-220500448,BCMSO-027024,5/25/2022,C-004097,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,CATERER/MFR,ZZCUPF1KG,BABAS FISH CURRY POWDER,10 X 1KG,1,PKT,2,2
BCMINV-220500446,BCMSO-027022,5/24/2022,C-001540,MANNA POT CATERING PTE LTD,MANNA POT CATERING PTE LTD (B4 3PM),CATERER/MFR,ZZKC1KG,CHILL FERMENTED KIMCHI,10 x 1KG,1,BTL,1,1
BCMINV-220500448,BCMSO-027024,5/25/2022,C-004097,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,CATERER/MFR,ZZDSSA5LTR,BELL DARK SOYA SAUCE GRADE A,5LTR / TUB,1,TUB,2,2
BCMINV-220500448,BCMSO-027024,5/25/2022,C-004097,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,CATERER/MFR,YWBRPUP1KG,YOWE RAW PEANUTS UNPEELED,20 x 1KG,1,PKT,20,20
BCMINV-220500448,BCMSO-027024,5/25/2022,C-004097,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,CATERER/MFR,ZZMGSS800ML,MAGGI SEASONING SAUCE,6 X 800ML,1,BTL,2,2
BCMINV-220500448,BCMSO-027024,5/25/2022,C-004097,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,CATERER/MFR,DZSPP1KG,SAPORITO SWEET PAPRIKA 120 ASTA POWDER,12 X 1KG,1,PKT,1,1
BCMINV-220500448,BCMSO-027024,5/25/2022,C-004097,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,CATERER/MFR,ZZKUSSRED645ML,"HABHAL SWEET SOYA SAUCE CAP KIPAS UDANG ""RED""",12 X 645ML,1,BTL,24,24
BCMINV-220500454,BCMSO-027030,5/24/2022,C-000908,GOURMAND CHOICE PTE LTD,GOURMAND CHOICE PTE LTD,CATERER/MFR,ZZCHP1KG,BABAS CHILLI POWDER,10 X 1KG,1,PKT,20,20
BCMINV-220500455,BCMSO-027031,5/25/2022,C-002671,SWEE HENG BAKERY PTE LTD,SWEE HENG BAKERY PTE LTD,BAKERY,ZZLKNSE1KG,LKK NANYANG FLAVOUR - SALTED EGG YOLK PASTE ,12 X 1KG,12,CTN,1,12
BCMINV-220500463,BCMSO-027035,5/24/2022,C-002838,THE WOK PEOPLE PTE LTD,CAFFE MAC-STAFF CAFETERIA  ( STRICTLY B4 12PM),CATERER/MFR,DZRCD500GM,YOWE RED CHILLI DRIED WITHOUT STEM,9 X 500GM,1,PKT,4,4
BCMINV-220500460,BCMSO-027037,5/24/2022,C-000740,EZB PTE LTD,EZB PTE LTD,CATERER/MFR,ZZRS25KG,REFINED SUGAR,25KG / BAG,1,BAG,3,3
BCMINV-220500460,BCMSO-027037,5/24/2022,C-000740,EZB PTE LTD,EZB PTE LTD,CATERER/MFR,DZWPP500GM,YOWE WHITE PEPPER POWDER,20 X 500GM,1,PKT,6,6
BCMINV-220500461,BCMSO-027038,5/24/2022,C-003145,ZAC MEAT & POULTRY PTE LTD,ZAC MEAT & POULTRY PTE LTD,CATERER/MFR,TPFS700ML,TIPAROS FISH SAUCE,12 X 700ML,1,BTL,12,12
BCMINV-220500462,BCMSO-027039,5/24/2022,C-2103092,AIKIT PTE. LTD,AIKIT PTE. LTD,CATERER/MFR,ZZNFCFW45CMX300M,YOWELL CLING FILM with cutter ,6 X 45CM X 300M,1,ROLL,1,1
BCMINV-220500464,BCMSO-027041,5/24/2022,C-000418,CATERING SOLUTIONS PTE LTD,CATERING SOLUTION PTE LTD,CATERER/MFR,ZZLKKLSOS5LTR,LKK LIGHT SOY SAUCE,3 X 5LTR,1,TUB,9,9
BCMINV-220500464,BCMSO-027041,5/24/2022,C-000418,CATERING SOLUTIONS PTE LTD,CATERING SOLUTION PTE LTD,CATERER/MFR,ZZPSF1KG,YOWE POTATO STARCH FLOUR,20 x 1KG,1,PKT,20,20
BCMINV-220500465,BCMSO-027042,5/24/2022,C-003096,YE LIANG HOW CATERING SERVICE PTE LTD,YE LIANG HOW CATERING SERVICE PTE LTD (B4 4PM),CATERER/MFR,AGACV16OZ,SAPORITO APPLE CIDER VINEGAR ,12 x 500ml,1,BTL,3,3
BCMINV-220500466,BCMSO-027043,5/24/2022,C-004470,ROYAL CATERING SERVICES PTE LTD,ROYAL CATERING SERVICES PTE LTD,CATERER/MFR,MGBCDTA10,NESTLE BUITONI COULIS DE TOMATE,6 X 3KG,1,TIN,6,6
BCMINV-220500451,BCMSO-027027,5/24/2022,C-001220,ISS CATERING SERVICES PTE LTD - THOMSON MED CTR,ISS CATERING SERVICES PTE LTD - THOMSON MED CTR,CATERER/MFR,SPTCIO1880GM,SAPORITO TUNA CHUNK IN SOYA BEAN OIL,6 X 1.80KG,1,TIN,1,1
BCMINV-220500451,BCMSO-027027,5/24/2022,C-001220,ISS CATERING SERVICES PTE LTD - THOMSON MED CTR,ISS CATERING SERVICES PTE LTD - THOMSON MED CTR,CATERER/MFR,ZZBWV1GAL,ARTIFICIAL WHITE VINEGAR,4 X 5LTR,1,TUB,1,1
BCMINV-220500452,BCMSO-027028,5/24/2022,C-001494,LNS FOODS LIMITED LIABILITY PARTNERSHIP,LNS FOODS LIMITED LIABILITY PARTNERSHIP,CATERER/MFR,ZZGAS330ML,SCHWEPPES CANNED DRINK GINGER ALE,12 X 320ML,1,CTN,10,10
BCMINV-220500455,BCMSO-027031,5/25/2022,C-002671,SWEE HENG BAKERY PTE LTD,SWEE HENG BAKERY PTE LTD,BAKERY,ZZACM1LTR,"AYAM BRAND COCONUT MILK FAT 20%""""",12 X 1LTR,12,CTN,9,108
BCMINV-220500457,BCMSO-027032,5/24/2022,C-001326,KATE'S CATERING PTE LTD ,KATE'S CATERING SERVICES (B4 2PM),CATERER/MFR,SPBBTS2700GM,SAPORITO BAKED BEANS IN TOMATO SAUCE ,6 X 2.650KG,1,TIN,12,12
BCMINV-220500463,BCMSO-027035,5/24/2022,C-002838,THE WOK PEOPLE PTE LTD,CAFFE MAC-STAFF CAFETERIA  ( STRICTLY B4 12PM),CATERER/MFR,DZCNMST500GM,YOWE CINNAMON STICK / CASSIA - LC,15 X 500GM,1,PKT,1,1
BCMINV-220500463,BCMSO-027035,5/24/2022,C-002838,THE WOK PEOPLE PTE LTD,CAFFE MAC-STAFF CAFETERIA  ( STRICTLY B4 12PM),CATERER/MFR,SPDT2550GM,SAPORITO DICED / CHOPPED TOMATO,6 X 2.55KG,6,CTN,3,18
BCMINV-220500459,BCMSO-027036,5/24/2022,C-2007034,ISS CATERING SERVICES PTE LTD - GIV WOODLANDS,ISS CATERING SERVICES PTE LTD - GIV WOODLANDS,CATERER/MFR,YWDMS500GM,YOWE DRIED MUSHROOM SLICED,6 x 500GM,1,PKT,1,1
BCMINV-220500460,BCMSO-027037,5/24/2022,C-000740,EZB PTE LTD,EZB PTE LTD,CATERER/MFR,DZGARP500GM,"YOWE GARLIC POWDER ""LC""",25 x 500GM,1,PKT,6,6
BCMINV-220500460,BCMSO-027037,5/24/2022,C-000740,EZB PTE LTD,EZB PTE LTD,CATERER/MFR,ZZGTKR25KG,GITANGKIM AAA FRAGRANT RICE (JASMINE - Vietnam),25KG / BAG,1,BAG,2,2
BCMINV-220500460,BCMSO-027037,5/24/2022,C-000740,EZB PTE LTD,EZB PTE LTD,CATERER/MFR,ZZFSH1KG,YOKEE FRIED ONION,10 x 1KG,1,PKT,2,2
BCMINV-220500462,BCMSO-027039,5/24/2022,C-2103092,AIKIT PTE. LTD,AIKIT PTE. LTD,CATERER/MFR,ZZSISRFS1KG,YOWE REFINED SUGAR,25 x 1KG,1,PKT,8,8
BCMINV-220500464,BCMSO-027041,5/24/2022,C-000418,CATERING SOLUTIONS PTE LTD,CATERING SOLUTION PTE LTD,CATERER/MFR,ZZKNCSP1KG,KNORR CHICKEN SEASONING POWDER,6 X 1KG,6,CTN,4,24
BCMINV-220500464,BCMSO-027041,5/24/2022,C-000418,CATERING SOLUTIONS PTE LTD,CATERING SOLUTION PTE LTD,CATERER/MFR,ZZDSSAJS5LTR,"BELL DARK SOYA SAUCE ""ANG JIA SAI""",6KG / TUB,1,TUB,3,3
BCMINV-220500465,BCMSO-027042,5/24/2022,C-003096,YE LIANG HOW CATERING SERVICE PTE LTD,YE LIANG HOW CATERING SERVICE PTE LTD (B4 4PM),CATERER/MFR,EMNPS25KG,EMSLAND POTATO STARCH,25KG / BAG,1,BAG,3,3
BCMINV-220500465,BCMSO-027042,5/24/2022,C-003096,YE LIANG HOW CATERING SERVICE PTE LTD,YE LIANG HOW CATERING SERVICE PTE LTD (B4 4PM),CATERER/MFR,ZZCO2LTR,YOWE CORN OIL ,6 X 2 LTR,1,BTL,3,3
BCMINV-220500466,BCMSO-027043,5/24/2022,C-004470,ROYAL CATERING SERVICES PTE LTD,ROYAL CATERING SERVICES PTE LTD,CATERER/MFR,ZZSM390GM,F&N SWEETENED DAIRY CREAMER,48 X 390GM,1,TIN,12,12
BCMINV-220500448,BCMSO-027024,5/25/2022,C-004097,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,LAGUN SARI WEDDING & CATERINE SERVICES PTE LTD,CATERER/MFR,YOWESCK425GM,YOWE SWEET CORN KERNEL,24 X 425GM,24,CTN,1,24
BCMINV-220500451,BCMSO-027027,5/24/2022,C-001220,ISS CATERING SERVICES PTE LTD - THOMSON MED CTR,ISS CATERING SERVICES PTE LTD - THOMSON MED CTR,CATERER/MFR,ZZBFRM3LTR,BEST FOOD REAL MAYONNAISE,4 X 3LTR,1,TUB,1,1
BCMINV-220500451,BCMSO-027027,5/24/2022,C-001220,ISS CATERING SERVICES PTE LTD - THOMSON MED CTR,ISS CATERING SERVICES PTE LTD - THOMSON MED CTR,CATERER/MFR,SPDT2550GM,SAPORITO DICED / CHOPPED TOMATO,6 X 2.55KG,1,TIN,2,2
BCMINV-220500451,BCMSO-027027,5/24/2022,C-001220,ISS CATERING SERVICES PTE LTD - THOMSON MED CTR,ISS CATERING SERVICES PTE LTD - THOMSON MED CTR,CATERER/MFR,SAPUFCM1LTR,SAPORITO UHT MILK - 3.5% FAT with CAP,12 X 1LTR,1,PKT,36,36
BCMINV-220500454,BCMSO-027030,5/24/2022,C-000908,GOURMAND CHOICE PTE LTD,GOURMAND CHOICE PTE LTD,CATERER/MFR,ZZRS25KG,REFINED SUGAR,25KG / BAG,1,BAG,2,2
BCMINV-220500454,BCMSO-027030,5/24/2022,C-000908,GOURMAND CHOICE PTE LTD,GOURMAND CHOICE PTE LTD,CATERER/MFR,ZZCF5KG,YOWE CORN STARCH /  FLOUR,4 x 5KG,1,PKT,1,1
BCMINV-220500457,BCMSO-027032,5/24/2022,C-001326,KATE'S CATERING PTE LTD ,KATE'S CATERING SERVICES (B4 2PM),CATERER/MFR,SPCHICP2500GM,SAPORITO CHICK PEAS,6 X 2.50KG,1,TIN,6,6
BCMINV-220500456,BCMSO-027033,5/24/2022,C-2205044,HEWTOP CATERING PTE LTD,HEWTOP CATERING PTE LTD,CATERER/MFR,ZZBF500GM,BONITO FLAKE - KATSUOBUSHI,5 x 500GM,1,PKT,3,3
BCMINV-220500460,BCMSO-027037,5/24/2022,C-000740,EZB PTE LTD,EZB PTE LTD,CATERER/MFR,ZZKNCSP2250GM,KNORR CHICKEN SEASONING POWDER,6 X 2.25KG,1,TUB,2,2
BCMINV-220500460,BCMSO-027037,5/24/2022,C-000740,EZB PTE LTD,EZB PTE LTD,CATERER/MFR,ZZKNDGBSM1KG,KNORR DEMI GLACE BROWN SAUCE MIX,6 X 1KG,1,TUB,2,2
BCMINV-220500460,BCMSO-027037,5/24/2022,C-000740,EZB PTE LTD,EZB PTE LTD,CATERER/MFR,ZZBFRM3LTR,BEST FOOD REAL MAYONNAISE,4 X 3LTR,1,TUB,2,2
BCMINV-220500462,BCMSO-027039,5/24/2022,C-2103092,AIKIT PTE. LTD,AIKIT PTE. LTD,CATERER/MFR,ZZLKKLSOS5LTR,LKK LIGHT SOY SAUCE,3 X 5LTR,1,TUB,1,1
BCMINV-220500462,BCMSO-027039,5/24/2022,C-2103092,AIKIT PTE. LTD,AIKIT PTE. LTD,CATERER/MFR,ZZTSF500GM,TABLE FINE SALT ,48 X 500GM,1,BOX,6,6
BCMINV-220500465,BCMSO-027042,5/24/2022,C-003096,YE LIANG HOW CATERING SERVICE PTE LTD,YE LIANG HOW CATERING SERVICE PTE LTD (B4 4PM),CATERER/MFR,ZZBFCLD3LTR,BEST FOOD COLESLAW DRESSING,4 X 3LTR,1,TUB,4,4
BCMINV-220500465,BCMSO-027042,5/24/2022,C-003096,YE LIANG HOW CATERING SERVICE PTE LTD,YE LIANG HOW CATERING SERVICE PTE LTD (B4 4PM),CATERER/MFR,ZZBFRM3LTR,BEST FOOD REAL MAYONNAISE,4 X 3LTR,1,TUB,8,8
BCMINV-220500465,BCMSO-027042,5/24/2022,C-003096,YE LIANG HOW CATERING SERVICE PTE LTD,YE LIANG HOW CATERING SERVICE PTE LTD (B4 4PM),CATERER/MFR,ZZKNPRTS2KG,KNORR PRONTO TOMATO SAUCE ,6 X 2KG,6,CTN,2,12
BCMINV-220500470,BCMSO-027047,5/24/2022,C-000913,GOURMETZ PTE LTD,GOURMETZ PTE LTD (B4 4PM) - HALAL KITCHEN ,CATERER/MFR,DZPRD500GM,YOWE PITTED RED DATES DRIED ,20 x 500GM,1,PKT,15,15
BCMINV-220500466,BCMSO-027043,5/24/2022,C-004470,ROYAL CATERING SERVICES PTE LTD,ROYAL CATERING SERVICES PTE LTD,CATERER/MFR,ZZMSTWS425GM,YOWE MUSHROOM STRAW -  sliced,24 X 425GM,24,CTN,1,24
BCMINV-220500467,BCMSO-027044,5/24/2022,C-001540,MANNA POT CATERING PTE LTD,MANNA POT CATERING PTE LTD (B4 3PM),CATERER/MFR,ZZKNHPI2KG,KNORR ITALIAN HERB PASTE,6 X 1.5KG,1,TUB,4,4
BCMINV-220500468,BCMSO-027045,5/24/2022,C-001540,MANNA POT CATERING PTE LTD,MANNA POT CATERING PTE LTD (B4 3PM),CATERER/MFR,ZZSF500GM,FROZEN DRIED SILVER FISH - LC,20 x 500GM,1,PKT,2,2
BCMINV-220500477,BCMSO-027051,5/24/2022,C-002111,QUIX PTE LTD,QUIX PTE LTD ,CATERER/MFR,ZZLKPANOS510GM,LKK PANDA OYSTER SAUCE,12 X 510GM,1,BTL,6,6
BCMINV-220500474,BCMSO-027052,5/24/2022,C-004200,WHOLLY GREENS PTE LTD,WHOLLY GREENS PTE LTD ,CATERER/MFR,YOWETSCKA10,"YOWE SWEET CORN KERNEL ""T"" ",6 X 2950GM,1,TIN,12,12
